Date,PM2.5,PM10,Ozone,SO2,NO2,Station,Source_File,Year,Month,Day,DayOfWeek
2025-01-09,50.79,101.98,88.17,7.01,21.41,Bolinj,VIRAR 24-26,2025,1,9,Thursday
2025-01-10,105.32,259.43,12.44,6.22,112.12,Bolinj,VIRAR 24-26,2025,1,10,Friday
2025-01-11,,77.02,70.58,11.29,20.1,Bolinj,VIRAR 24-26,2025,1,11,Saturday
2025-01-12,62.81,100.46,90.39,11.91,18.35,Bolinj,VIRAR 24-26,2025,1,12,Sunday
2025-01-13,60.09,114.33,52.29,7.79,31.93,Bolinj,VIRAR 24-26,2025,1,13,Monday
2025-01-14,68.11,108.66,76.19,6.9,17.96,Bolinj,VIRAR 24-26,2025,1,14,Tuesday
2025-01-15,63.7,82.58,69.04,,17.82,Bolinj,VIRAR 24-26,2025,1,15,Wednesday
2025-01-16,71.58,110.58,69.42,10.17,21.07,Bolinj,VIRAR 24-26,2025,1,16,Thursday
2025-01-17,49.23,97.75,59.6,4.42,16.5,Bolinj,VIRAR 24-26,2025,1,17,Friday
2025-01-18,56.24,96.66,78.55,10.52,19.87,Bolinj,VIRAR 24-26,2025,1,18,Saturday
2025-01-19,58.27,99.79,81.77,9.36,17.94,Bolinj,VIRAR 24-26,2025,1,19,Sunday
2025-01-20,56.15,112.95,64.84,10.99,27.32,Bolinj,VIRAR 24-26,2025,1,20,Monday
2025-01-21,62.68,102.55,108.59,15.33,20.94,Bolinj,VIRAR 24-26,2025,1,21,Tuesday
2025-01-22,62.69,114.97,83.57,14.98,20.36,Bolinj,VIRAR 24-26,2025,1,22,Wednesday
2025-01-23,59.54,102.53,75.94,17.42,21.24,Bolinj,VIRAR 24-26,2025,1,23,Thursday
2025-01-24,81.19,105.55,68.64,9.27,18.37,Bolinj,VIRAR 24-26,2025,1,24,Friday
2025-01-25,71.92,108.41,75.18,8.66,17.23,Bolinj,VIRAR 24-26,2025,1,25,Saturday
2025-01-26,77.57,107.38,86.89,7.46,15.61,Bolinj,VIRAR 24-26,2025,1,26,Sunday
2025-01-27,55.53,81.87,83.08,10.07,18.86,Bolinj,VIRAR 24-26,2025,1,27,Monday
2025-01-28,56.74,82.66,83.61,6.06,14.7,Bolinj,VIRAR 24-26,2025,1,28,Tuesday
2025-01-29,43.03,68.01,76.86,6.98,12.17,Bolinj,VIRAR 24-26,2025,1,29,Wednesday
2025-01-30,69.53,98.75,107.83,31.12,23.98,Bolinj,VIRAR 24-26,2025,1,30,Thursday
2025-01-31,23.77,45.61,50.97,3.8,13.27,Bolinj,VIRAR 24-26,2025,1,31,Friday
2025-02-01,39.77,83.3,,14.16,20.13,Bolinj,VIRAR 24-26,2025,2,1,Saturday
2025-02-02,48.97,90.43,101.19,13.75,19.15,Bolinj,VIRAR 24-26,2025,2,2,Sunday
2025-02-03,35.87,74.51,79.03,8.78,14.99,Bolinj,VIRAR 24-26,2025,2,3,Monday
2025-02-04,45.72,81.34,67.3,12.2,17.13,Bolinj,VIRAR 24-26,2025,2,4,Tuesday
2025-02-05,35.76,76.41,84.88,13.05,17.13,Bolinj,VIRAR 24-26,2025,2,5,Wednesday
2025-02-06,61.29,100.28,70.97,9.65,15.12,Bolinj,VIRAR 24-26,2025,2,6,Thursday
2025-02-07,65.47,112.87,47.94,5.18,45.21,Bolinj,VIRAR 24-26,2025,2,7,Friday
2025-02-08,65.74,95.71,79.38,11.28,18.57,Bolinj,VIRAR 24-26,2025,2,8,Saturday
2025-02-09,49.77,80.43,66.57,23.46,19.21,Bolinj,VIRAR 24-26,2025,2,9,Sunday
2025-02-10,53.32,76.08,74.26,11.91,11.72,Bolinj,VIRAR 24-26,2025,2,10,Monday
2025-02-11,58.88,87.13,59.17,20.15,10.66,Bolinj,VIRAR 24-26,2025,2,11,Tuesday
2025-02-12,56.24,93.4,75.56,16.86,20.36,Bolinj,VIRAR 24-26,2025,2,12,Wednesday
2025-02-13,46.82,86.59,95.84,16.73,18.9,Bolinj,VIRAR 24-26,2025,2,13,Thursday
2025-02-14,54.87,82.94,105.52,20.35,9.44,Bolinj,VIRAR 24-26,2025,2,14,Friday
2025-02-15,45.13,79.58,59.23,29.93,9.38,Bolinj,VIRAR 24-26,2025,2,15,Saturday
2025-02-16,33.59,54.35,52.93,8.03,9.14,Bolinj,VIRAR 24-26,2025,2,16,Sunday
2025-02-17,49.79,83.96,78.25,21.23,17.26,Bolinj,VIRAR 24-26,2025,2,17,Monday
2025-02-18,41.45,75.78,42.97,19.75,21.86,Bolinj,VIRAR 24-26,2025,2,18,Tuesday
2025-02-19,50.76,84.46,73.22,18.88,14.54,Bolinj,VIRAR 24-26,2025,2,19,Wednesday
2025-02-20,48.31,74.06,76.26,17.61,16.48,Bolinj,VIRAR 24-26,2025,2,20,Thursday
2025-02-21,35.77,81.77,61.53,16.39,17.45,Bolinj,VIRAR 24-26,2025,2,21,Friday
2025-02-22,49.35,96.63,64.78,9.61,11.54,Bolinj,VIRAR 24-26,2025,2,22,Saturday
2025-02-23,46.65,93.57,71.87,15.74,15.54,Bolinj,VIRAR 24-26,2025,2,23,Sunday
2025-02-24,37.34,77.81,52.84,8.91,10.98,Bolinj,VIRAR 24-26,2025,2,24,Monday
2025-02-25,45.78,90.32,64.5,13.0,20.6,Bolinj,VIRAR 24-26,2025,2,25,Tuesday
2025-02-26,61.33,105.73,43.2,15.27,58.32,Bolinj,VIRAR 24-26,2025,2,26,Wednesday
2025-02-27,35.86,78.22,24.95,14.9,75.6,Bolinj,VIRAR 24-26,2025,2,27,Thursday
2025-02-28,46.47,94.18,84.31,15.72,16.68,Bolinj,VIRAR 24-26,2025,2,28,Friday
2025-03-01,23.73,65.66,64.12,14.74,12.26,Bolinj,VIRAR 24-26,2025,3,1,Saturday
2025-03-02,32.23,94.33,67.8,19.33,14.11,Bolinj,VIRAR 24-26,2025,3,2,Sunday
2025-03-03,28.76,82.12,83.86,29.11,15.86,Bolinj,VIRAR 24-26,2025,3,3,Monday
2025-03-04,18.51,85.31,66.53,14.76,12.06,Bolinj,VIRAR 24-26,2025,3,4,Tuesday
2025-03-05,32.63,77.28,61.34,18.69,13.82,Bolinj,VIRAR 24-26,2025,3,5,Wednesday
2025-03-06,37.45,73.7,99.08,27.15,17.36,Bolinj,VIRAR 24-26,2025,3,6,Thursday
2025-03-07,43.78,79.39,114.93,21.53,13.22,Bolinj,VIRAR 24-26,2025,3,7,Friday
2025-03-08,50.67,73.53,61.07,8.22,14.21,Bolinj,VIRAR 24-26,2025,3,8,Saturday
2025-03-09,29.95,39.1,31.21,0.08,10.84,Bolinj,VIRAR 24-26,2025,3,9,Sunday
2025-03-10,77.34,243.72,3.33,13.62,129.06,Bolinj,VIRAR 24-26,2025,3,10,Monday
2025-03-11,38.2,71.02,76.69,2.21,11.66,Bolinj,VIRAR 24-26,2025,3,11,Tuesday
2025-03-12,34.66,68.96,54.53,1.28,8.15,Bolinj,VIRAR 24-26,2025,3,12,Wednesday
2025-03-13,36.78,76.22,40.02,0.28,8.1,Bolinj,VIRAR 24-26,2025,3,13,Thursday
2025-03-14,10.21,44.19,37.3,0.06,11.71,Bolinj,VIRAR 24-26,2025,3,14,Friday
2025-03-15,26.31,36.06,60.47,4.2,8.02,Bolinj,VIRAR 24-26,2025,3,15,Saturday
2025-03-16,28.7,53.91,73.15,4.39,9.57,Bolinj,VIRAR 24-26,2025,3,16,Sunday
2025-03-17,29.98,65.45,66.29,5.33,7.48,Bolinj,VIRAR 24-26,2025,3,17,Monday
2025-03-18,32.33,65.26,29.72,5.0,62.16,Bolinj,VIRAR 24-26,2025,3,18,Tuesday
2025-03-19,34.78,71.89,44.36,3.04,6.39,Bolinj,VIRAR 24-26,2025,3,19,Wednesday
2025-03-20,59.45,89.48,92.64,8.71,16.3,Bolinj,VIRAR 24-26,2025,3,20,Thursday
2025-03-21,25.72,56.85,10.62,4.84,73.04,Bolinj,VIRAR 24-26,2025,3,21,Friday
2025-03-22,21.91,46.34,34.41,1.56,5.66,Bolinj,VIRAR 24-26,2025,3,22,Saturday
2025-03-23,54.56,86.64,65.92,6.34,39.6,Bolinj,VIRAR 24-26,2025,3,23,Sunday
2025-03-24,38.18,53.31,65.08,0.5,8.83,Bolinj,VIRAR 24-26,2025,3,24,Monday
2025-03-25,24.6,55.79,19.37,3.43,63.32,Bolinj,VIRAR 24-26,2025,3,25,Tuesday
2025-03-26,8.51,35.76,29.73,0.85,6.42,Bolinj,VIRAR 24-26,2025,3,26,Wednesday
2025-03-27,7.77,36.72,45.38,1.66,5.05,Bolinj,VIRAR 24-26,2025,3,27,Thursday
2025-03-28,21.51,83.73,90.17,11.77,12.74,Bolinj,VIRAR 24-26,2025,3,28,Friday
2025-03-29,33.4,82.14,122.28,14.87,11.86,Bolinj,VIRAR 24-26,2025,3,29,Saturday
2025-03-30,43.05,99.52,136.01,31.88,18.39,Bolinj,VIRAR 24-26,2025,3,30,Sunday
2025-03-31,14.73,66.52,79.5,11.67,22.8,Bolinj,VIRAR 24-26,2025,3,31,Monday
2025-04-01,40.45,96.25,38.49,10.27,39.31,Bolinj,VIRAR 24-26,2025,4,1,Tuesday
2025-04-02,40.24,83.51,42.45,1.87,44.92,Bolinj,VIRAR 24-26,2025,4,2,Wednesday
2025-04-03,23.97,55.58,20.64,0.68,16.92,Bolinj,VIRAR 24-26,2025,4,3,Thursday
2025-04-04,30.99,101.86,13.28,1.11,28.26,Bolinj,VIRAR 24-26,2025,4,4,Friday
2025-04-05,22.66,51.15,47.4,1.71,6.85,Bolinj,VIRAR 24-26,2025,4,5,Saturday
2025-04-06,16.61,51.23,21.88,0.66,46.4,Bolinj,VIRAR 24-26,2025,4,6,Sunday
2025-04-07,28.79,68.55,93.96,1.62,6.88,Bolinj,VIRAR 24-26,2025,4,7,Monday
2025-04-08,43.61,65.71,67.94,4.72,6.1,Bolinj,VIRAR 24-26,2025,4,8,Tuesday
2025-04-09,22.82,41.47,28.37,0.19,4.91,Bolinj,VIRAR 24-26,2025,4,9,Wednesday
2025-04-10,24.54,56.66,10.29,1.86,33.31,Bolinj,VIRAR 24-26,2025,4,10,Thursday
2025-04-11,20.31,55.44,11.05,0.36,26.09,Bolinj,VIRAR 24-26,2025,4,11,Friday
2025-04-12,24.02,44.99,16.08,1.4,14.21,Bolinj,VIRAR 24-26,2025,4,12,Saturday
2025-04-13,19.85,41.55,7.75,3.54,24.33,Bolinj,VIRAR 24-26,2025,4,13,Sunday
2025-04-14,23.22,41.59,43.24,3.34,12.51,Bolinj,VIRAR 24-26,2025,4,14,Monday
2025-04-15,17.51,44.07,22.71,3.09,8.71,Bolinj,VIRAR 24-26,2025,4,15,Tuesday
2025-04-16,13.62,34.31,16.56,3.97,14.87,Bolinj,VIRAR 24-26,2025,4,16,Wednesday
2025-04-17,3.62,32.69,23.53,2.85,9.69,Bolinj,VIRAR 24-26,2025,4,17,Thursday
2025-04-18,16.33,32.64,37.83,2.53,15.88,Bolinj,VIRAR 24-26,2025,4,18,Friday
2025-04-19,13.87,36.64,37.39,1.24,8.84,Bolinj,VIRAR 24-26,2025,4,19,Saturday
2025-04-20,18.18,49.06,42.6,2.53,24.36,Bolinj,VIRAR 24-26,2025,4,20,Sunday
2025-04-21,,44.93,22.77,,9.25,Bolinj,VIRAR 24-26,2025,4,21,Monday
2025-04-22,32.15,78.9,74.43,3.72,7.56,Bolinj,VIRAR 24-26,2025,4,22,Tuesday
2025-04-23,16.69,71.02,44.45,2.72,12.7,Bolinj,VIRAR 24-26,2025,4,23,Wednesday
2025-04-24,12.69,41.03,54.21,2.16,10.62,Bolinj,VIRAR 24-26,2025,4,24,Thursday
2025-04-25,13.03,52.94,27.79,2.8,31.43,Bolinj,VIRAR 24-26,2025,4,25,Friday
2025-04-26,11.97,43.66,29.28,4.27,22.56,Bolinj,VIRAR 24-26,2025,4,26,Saturday
2025-04-27,16.09,55.08,40.37,2.87,8.07,Bolinj,VIRAR 24-26,2025,4,27,Sunday
2025-04-28,11.2,50.19,15.68,1.56,8.17,Bolinj,VIRAR 24-26,2025,4,28,Monday
2025-04-29,14.12,61.39,6.34,2.82,29.6,Bolinj,VIRAR 24-26,2025,4,29,Tuesday
2025-04-30,22.74,43.96,16.13,1.86,30.2,Bolinj,VIRAR 24-26,2025,4,30,Wednesday
2025-05-01,18.34,45.37,23.12,2.48,17.84,Bolinj,VIRAR 24-26,2025,5,1,Thursday
2025-05-02,21.74,42.55,16.5,3.77,43.1,Bolinj,VIRAR 24-26,2025,5,2,Friday
2025-05-03,18.49,61.39,11.42,3.62,38.7,Bolinj,VIRAR 24-26,2025,5,3,Saturday
2025-05-04,26.02,48.97,11.84,4.38,31.36,Bolinj,VIRAR 24-26,2025,5,4,Sunday
2025-05-05,16.54,52.43,17.45,2.18,14.54,Bolinj,VIRAR 24-26,2025,5,5,Monday
2025-05-06,13.98,41.15,24.97,2.94,12.25,Bolinj,VIRAR 24-26,2025,5,6,Tuesday
2025-05-07,223.06,,20.92,,28.04,Bolinj,VIRAR 24-26,2025,5,7,Wednesday
2025-05-08,17.36,52.75,25.15,,31.21,Bolinj,VIRAR 24-26,2025,5,8,Thursday
2025-05-09,29.28,63.97,11.32,1.78,35.21,Bolinj,VIRAR 24-26,2025,5,9,Friday
2025-05-10,,34.93,11.71,,36.76,Bolinj,VIRAR 24-26,2025,5,10,Saturday
2025-05-11,11.47,21.79,23.18,3.47,25.42,Bolinj,VIRAR 24-26,2025,5,11,Sunday
2025-05-12,,,28.38,2.79,8.27,Bolinj,VIRAR 24-26,2025,5,12,Monday
2025-05-13,21.97,60.95,12.33,1.87,15.76,Bolinj,VIRAR 24-26,2025,5,13,Tuesday
2025-05-14,15.43,56.88,29.93,2.82,36.42,Bolinj,VIRAR 24-26,2025,5,14,Wednesday
2025-05-15,19.6,43.25,22.78,3.0,4.76,Bolinj,VIRAR 24-26,2025,5,15,Thursday
2025-05-16,25.0,76.46,10.93,0.51,20.26,Bolinj,VIRAR 24-26,2025,5,16,Friday
2025-05-17,20.03,60.56,13.28,1.15,20.09,Bolinj,VIRAR 24-26,2025,5,17,Saturday
2025-05-18,19.06,58.87,20.95,3.38,9.62,Bolinj,VIRAR 24-26,2025,5,18,Sunday
2025-05-19,23.23,49.3,32.3,3.41,4.66,Bolinj,VIRAR 24-26,2025,5,19,Monday
2025-05-20,11.18,40.34,43.15,1.65,13.81,Bolinj,VIRAR 24-26,2025,5,20,Tuesday
2025-05-21,23.93,32.79,50.32,4.1,6.81,Bolinj,VIRAR 24-26,2025,5,21,Wednesday
2025-05-22,15.19,26.23,44.79,3.73,8.14,Bolinj,VIRAR 24-26,2025,5,22,Thursday
2025-05-23,21.72,42.34,23.23,0.8,30.69,Bolinj,VIRAR 24-26,2025,5,23,Friday
2025-05-24,21.04,49.69,34.88,2.36,22.97,Bolinj,VIRAR 24-26,2025,5,24,Saturday
2025-05-25,13.95,49.72,19.2,2.46,5.37,Bolinj,VIRAR 24-26,2025,5,25,Sunday
2025-05-26,13.93,65.15,23.28,1.35,6.33,Bolinj,VIRAR 24-26,2025,5,26,Monday
2025-05-27,25.5,108.0,10.78,3.31,33.85,Bolinj,VIRAR 24-26,2025,5,27,Tuesday
2025-05-28,25.89,108.46,6.14,3.21,43.32,Bolinj,VIRAR 24-26,2025,5,28,Wednesday
2025-05-29,29.21,105.54,11.67,1.58,26.71,Bolinj,VIRAR 24-26,2025,5,29,Thursday
2025-05-30,29.65,127.53,81.08,,18.34,Bolinj,VIRAR 24-26,2025,5,30,Friday
2025-05-31,33.42,91.31,9.62,1.44,25.34,Bolinj,VIRAR 24-26,2025,5,31,Saturday
2025-06-01,33.07,79.05,13.42,3.88,23.49,Bolinj,VIRAR 24-26,2025,6,1,Sunday
2025-06-02,22.6,81.14,12.08,3.82,14.25,Bolinj,VIRAR 24-26,2025,6,2,Monday
2025-06-03,12.99,72.02,21.92,3.27,24.85,Bolinj,VIRAR 24-26,2025,6,3,Tuesday
2025-06-04,11.49,79.0,24.23,4.38,40.4,Bolinj,VIRAR 24-26,2025,6,4,Wednesday
2025-06-05,48.78,112.49,14.91,3.42,35.44,Bolinj,VIRAR 24-26,2025,6,5,Thursday
2025-06-06,31.61,49.99,13.52,3.17,24.27,Bolinj,VIRAR 24-26,2025,6,6,Friday
2025-06-07,25.56,62.86,48.46,1.21,31.38,Bolinj,VIRAR 24-26,2025,6,7,Saturday
2025-06-08,24.04,46.97,19.71,2.71,15.16,Bolinj,VIRAR 24-26,2025,6,8,Sunday
2025-06-09,23.93,45.91,34.89,3.51,7.83,Bolinj,VIRAR 24-26,2025,6,9,Monday
2025-06-10,16.9,26.83,24.84,3.04,12.64,Bolinj,VIRAR 24-26,2025,6,10,Tuesday
2025-06-11,16.34,18.41,39.09,2.67,5.16,Bolinj,VIRAR 24-26,2025,6,11,Wednesday
2025-06-12,20.79,21.95,36.48,1.85,10.55,Bolinj,VIRAR 24-26,2025,6,12,Thursday
2025-06-13,,25.58,24.18,,9.17,Bolinj,VIRAR 24-26,2025,6,13,Friday
2025-06-14,,34.15,25.46,2.1,12.45,Bolinj,VIRAR 24-26,2025,6,14,Saturday
2025-06-15,,,,,,Bolinj,VIRAR 24-26,2025,6,15,Sunday
2025-06-16,,,,,,Bolinj,VIRAR 24-26,2025,6,16,Monday
2025-06-17,30.72,79.97,112.16,2.12,17.19,Bolinj,VIRAR 24-26,2025,6,17,Tuesday
2025-06-18,10.4,17.66,15.78,11.14,27.57,Bolinj,VIRAR 24-26,2025,6,18,Wednesday
2025-06-19,14.3,29.8,10.44,11.24,13.27,Bolinj,VIRAR 24-26,2025,6,19,Thursday
2025-06-20,,45.41,10.02,4.53,12.25,Bolinj,VIRAR 24-26,2025,6,20,Friday
2025-06-21,18.62,40.69,11.29,9.65,17.83,Bolinj,VIRAR 24-26,2025,6,21,Saturday
2025-06-22,15.01,41.79,10.57,11.36,13.39,Bolinj,VIRAR 24-26,2025,6,22,Sunday
2025-06-23,13.72,51.48,20.96,10.6,8.16,Bolinj,VIRAR 24-26,2025,6,23,Monday
2025-06-24,22.05,55.32,9.5,10.38,16.56,Bolinj,VIRAR 24-26,2025,6,24,Tuesday
2025-06-25,14.89,81.88,17.16,1.78,18.24,Bolinj,VIRAR 24-26,2025,6,25,Wednesday
2025-06-26,27.14,50.4,16.92,10.74,14.85,Bolinj,VIRAR 24-26,2025,6,26,Thursday
2025-06-27,22.15,30.57,17.91,,20.47,Bolinj,VIRAR 24-26,2025,6,27,Friday
2025-06-28,19.49,51.95,17.12,7.18,33.46,Bolinj,VIRAR 24-26,2025,6,28,Saturday
2025-06-29,,59.61,15.34,,13.63,Bolinj,VIRAR 24-26,2025,6,29,Sunday
2025-06-30,16.85,55.03,15.56,2.86,13.47,Bolinj,VIRAR 24-26,2025,6,30,Monday
2025-07-01,10.7,66.35,16.43,1.9,15.32,Bolinj,VIRAR 24-26,2025,7,1,Tuesday
2025-07-02,10.69,23.39,12.41,8.83,16.38,Bolinj,VIRAR 24-26,2025,7,2,Wednesday
2025-07-03,11.34,30.56,14.17,9.07,15.99,Bolinj,VIRAR 24-26,2025,7,3,Thursday
2025-07-04,4.48,40.19,19.43,6.68,14.95,Bolinj,VIRAR 24-26,2025,7,4,Friday
2025-07-05,,32.9,12.34,2.15,25.8,Bolinj,VIRAR 24-26,2025,7,5,Saturday
2025-07-06,18.7,30.25,12.9,,20.18,Bolinj,VIRAR 24-26,2025,7,6,Sunday
2025-07-07,,,,,,Bolinj,VIRAR 24-26,2025,7,7,Monday
2025-07-08,16.71,57.87,7.63,4.12,20.41,Bolinj,VIRAR 24-26,2025,7,8,Tuesday
2025-07-09,20.33,74.22,8.03,4.06,20.76,Bolinj,VIRAR 24-26,2025,7,9,Wednesday
2025-07-10,22.36,55.48,6.68,3.39,21.48,Bolinj,VIRAR 24-26,2025,7,10,Thursday
2025-07-11,28.88,59.55,,0.91,18.19,Bolinj,VIRAR 24-26,2025,7,11,Friday
2025-07-12,16.82,70.44,7.74,3.07,21.83,Bolinj,VIRAR 24-26,2025,7,12,Saturday
2025-07-13,10.73,23.1,11.93,3.18,16.1,Bolinj,VIRAR 24-26,2025,7,13,Sunday
2025-07-14,7.88,13.99,10.19,3.12,18.79,Bolinj,VIRAR 24-26,2025,7,14,Monday
2025-07-15,23.05,43.94,16.39,3.54,22.29,Bolinj,VIRAR 24-26,2025,7,15,Tuesday
2025-07-16,21.09,49.42,13.01,3.34,26.64,Bolinj,VIRAR 24-26,2025,7,16,Wednesday
2025-07-17,15.78,51.61,13.71,3.6,25.49,Bolinj,VIRAR 24-26,2025,7,17,Thursday
2025-07-18,17.72,42.34,14.44,,22.47,Bolinj,VIRAR 24-26,2025,7,18,Friday
2025-07-19,20.43,57.27,19.31,,23.05,Bolinj,VIRAR 24-26,2025,7,19,Saturday
2025-07-20,14.81,22.07,9.46,4.01,23.28,Bolinj,VIRAR 24-26,2025,7,20,Sunday
2025-07-21,16.13,35.8,7.83,3.28,25.36,Bolinj,VIRAR 24-26,2025,7,21,Monday
2025-07-22,15.17,22.45,15.72,1.77,20.43,Bolinj,VIRAR 24-26,2025,7,22,Tuesday
2025-07-23,26.28,40.9,13.94,3.88,25.1,Bolinj,VIRAR 24-26,2025,7,23,Wednesday
2025-07-24,14.26,31.06,11.44,3.86,22.76,Bolinj,VIRAR 24-26,2025,7,24,Thursday
2025-07-25,22.65,34.13,12.34,0.94,25.6,Bolinj,VIRAR 24-26,2025,7,25,Friday
2025-07-26,20.27,32.1,17.95,0.34,22.98,Bolinj,VIRAR 24-26,2025,7,26,Saturday
2025-07-27,13.24,42.6,21.32,3.1,16.84,Bolinj,VIRAR 24-26,2025,7,27,Sunday
2025-07-28,10.77,59.18,21.85,3.29,18.97,Bolinj,VIRAR 24-26,2025,7,28,Monday
2025-07-29,21.12,31.71,17.74,3.79,21.21,Bolinj,VIRAR 24-26,2025,7,29,Tuesday
2025-07-30,22.74,48.17,20.72,3.37,19.55,Bolinj,VIRAR 24-26,2025,7,30,Wednesday
2025-07-31,18.94,73.66,18.17,3.09,18.55,Bolinj,VIRAR 24-26,2025,7,31,Thursday
2025-08-01,19.17,79.82,11.48,,26.44,Bolinj,VIRAR 24-26,2025,8,1,Friday
2025-08-02,16.98,63.0,11.47,2.91,28.08,Bolinj,VIRAR 24-26,2025,8,2,Saturday
2025-08-03,18.71,52.02,7.86,4.17,23.12,Bolinj,VIRAR 24-26,2025,8,3,Sunday
2025-08-04,14.81,42.94,20.23,2.48,18.55,Bolinj,VIRAR 24-26,2025,8,4,Monday
2025-08-05,,,,,,Bolinj,VIRAR 24-26,2025,8,5,Tuesday
2025-08-06,,20.7,,0.25,11.59,Bolinj,VIRAR 24-26,2025,8,6,Wednesday
2025-08-07,9.98,23.58,7.02,5.02,25.47,Bolinj,VIRAR 24-26,2025,8,7,Thursday
2025-08-08,20.37,47.24,2.44,4.63,29.27,Bolinj,VIRAR 24-26,2025,8,8,Friday
2025-08-09,15.14,38.98,19.71,,6.95,Bolinj,VIRAR 24-26,2025,8,9,Saturday
2025-08-10,18.8,27.26,9.79,3.1,16.84,Bolinj,VIRAR 24-26,2025,8,10,Sunday
2025-08-11,13.34,29.05,9.64,2.9,24.15,Bolinj,VIRAR 24-26,2025,8,11,Monday
2025-08-12,11.1,27.85,8.17,5.7,20.16,Bolinj,VIRAR 24-26,2025,8,12,Tuesday
2025-08-13,22.06,43.7,8.26,3.69,25.45,Bolinj,VIRAR 24-26,2025,8,13,Wednesday
2025-08-14,12.69,39.4,15.21,2.98,17.55,Bolinj,VIRAR 24-26,2025,8,14,Thursday
2025-08-15,9.34,12.99,15.71,2.38,18.02,Bolinj,VIRAR 24-26,2025,8,15,Friday
2025-08-16,7.82,12.83,18.32,3.43,18.41,Bolinj,VIRAR 24-26,2025,8,16,Saturday
2025-08-17,,19.92,13.41,1.4,25.45,Bolinj,VIRAR 24-26,2025,8,17,Sunday
2025-08-18,9.86,18.08,18.95,2.81,16.94,Bolinj,VIRAR 24-26,2025,8,18,Monday
2025-08-19,2.33,18.29,31.34,,10.23,Bolinj,VIRAR 24-26,2025,8,19,Tuesday
2025-08-20,4.92,16.57,24.0,3.74,11.03,Bolinj,VIRAR 24-26,2025,8,20,Wednesday
2025-08-21,13.54,23.37,16.73,3.57,14.66,Bolinj,VIRAR 24-26,2025,8,21,Thursday
2025-08-22,14.54,40.41,11.78,2.34,18.55,Bolinj,VIRAR 24-26,2025,8,22,Friday
2025-08-23,,53.45,13.81,1.71,18.36,Bolinj,VIRAR 24-26,2025,8,23,Saturday
2025-08-24,13.28,36.43,16.24,0.71,11.87,Bolinj,VIRAR 24-26,2025,8,24,Sunday
2025-08-25,12.37,21.42,5.21,2.27,22.54,Bolinj,VIRAR 24-26,2025,8,25,Monday
2025-08-26,10.49,20.78,6.0,3.4,18.0,Bolinj,VIRAR 24-26,2025,8,26,Tuesday
2025-08-27,10.23,27.31,17.57,2.48,5.25,Bolinj,VIRAR 24-26,2025,8,27,Wednesday
2025-08-28,15.66,23.74,9.83,2.73,14.27,Bolinj,VIRAR 24-26,2025,8,28,Thursday
2025-08-29,12.92,19.07,11.25,2.6,13.01,Bolinj,VIRAR 24-26,2025,8,29,Friday
2025-08-30,,57.51,13.51,0.54,16.83,Bolinj,VIRAR 24-26,2025,8,30,Saturday
2025-08-31,,30.28,11.48,,13.31,Bolinj,VIRAR 24-26,2025,8,31,Sunday
2025-09-01,,30.17,7.28,1.75,15.56,Bolinj,VIRAR 24-26,2025,9,1,Monday
2025-09-02,12.64,31.07,14.71,4.65,16.18,Bolinj,VIRAR 24-26,2025,9,2,Tuesday
2025-09-03,12.48,35.48,20.06,4.12,10.8,Bolinj,VIRAR 24-26,2025,9,3,Wednesday
2025-09-04,17.9,36.4,8.42,2.66,23.01,Bolinj,VIRAR 24-26,2025,9,4,Thursday
2025-09-05,11.15,16.78,19.96,3.59,20.13,Bolinj,VIRAR 24-26,2025,9,5,Friday
2025-09-06,13.78,17.83,24.71,3.89,14.78,Bolinj,VIRAR 24-26,2025,9,6,Saturday
2025-09-07,12.17,34.62,10.68,11.31,18.96,Bolinj,VIRAR 24-26,2025,9,7,Sunday
2025-09-08,16.87,58.18,9.55,3.51,15.53,Bolinj,VIRAR 24-26,2025,9,8,Monday
2025-09-09,15.6,59.42,4.44,3.69,21.26,Bolinj,VIRAR 24-26,2025,9,9,Tuesday
2025-09-10,13.88,43.13,29.86,3.78,12.54,Bolinj,VIRAR 24-26,2025,9,10,Wednesday
2025-09-11,11.03,28.26,10.88,4.75,10.75,Bolinj,VIRAR 24-26,2025,9,11,Thursday
2025-09-12,16.12,29.17,10.81,,13.6,Bolinj,VIRAR 24-26,2025,9,12,Friday
2025-09-13,16.15,22.13,17.45,3.67,16.19,Bolinj,VIRAR 24-26,2025,9,13,Saturday
2025-09-14,17.83,19.13,32.41,3.96,12.21,Bolinj,VIRAR 24-26,2025,9,14,Sunday
2025-09-15,13.07,21.15,1.75,4.46,17.86,Bolinj,VIRAR 24-26,2025,9,15,Monday
2025-09-16,18.65,31.86,1.41,,24.3,Bolinj,VIRAR 24-26,2025,9,16,Tuesday
2025-09-17,9.93,18.97,2.82,1.38,22.66,Bolinj,VIRAR 24-26,2025,9,17,Wednesday
2025-09-18,12.62,26.21,2.75,4.0,21.11,Bolinj,VIRAR 24-26,2025,9,18,Thursday
2025-09-19,13.15,24.27,48.63,,17.19,Bolinj,VIRAR 24-26,2025,9,19,Friday
2025-09-20,17.53,34.77,56.67,3.86,20.25,Bolinj,VIRAR 24-26,2025,9,20,Saturday
2025-09-21,7.6,10.72,63.34,2.65,9.7,Bolinj,VIRAR 24-26,2025,9,21,Sunday
