Date,PM2.5,PM10,Ozone,SO2,NO2,Station,Source_File,Year,Month,Day,DayOfWeek
2024-08-25,,,,,,Bandra Kurla Complex,BKC 24-26,2024,8,25,Sunday
2024-08-26,13.36,44.15,10.59,3.1,8.53,Bandra Kurla Complex,BKC 24-26,2024,8,26,Monday
2024-08-27,,44.05,8.92,1.91,8.9,Bandra Kurla Complex,BKC 24-26,2024,8,27,Tuesday
2024-08-28,31.13,72.61,5.38,2.81,8.35,Bandra Kurla Complex,BKC 24-26,2024,8,28,Wednesday
2024-08-29,63.58,93.79,3.23,2.42,9.98,Bandra Kurla Complex,BKC 24-26,2024,8,29,Thursday
2024-08-30,25.04,98.31,3.27,2.4,7.41,Bandra Kurla Complex,BKC 24-26,2024,8,30,Friday
2024-08-31,35.01,72.48,14.15,1.97,7.6,Bandra Kurla Complex,BKC 24-26,2024,8,31,Saturday
2024-09-01,,74.17,15.77,0.97,7.46,Bandra Kurla Complex,BKC 24-26,2024,9,1,Sunday
2024-09-02,15.93,42.74,8.06,1.92,18.19,Bandra Kurla Complex,BKC 24-26,2024,9,2,Monday
2024-09-03,32.48,76.8,19.06,2.18,13.59,Bandra Kurla Complex,BKC 24-26,2024,9,3,Tuesday
2024-09-04,20.61,34.56,12.22,3.23,18.49,Bandra Kurla Complex,BKC 24-26,2024,9,4,Wednesday
2024-09-05,6.3,40.88,7.19,1.73,26.88,Bandra Kurla Complex,BKC 24-26,2024,9,5,Thursday
2024-09-06,,67.39,16.09,1.71,15.49,Bandra Kurla Complex,BKC 24-26,2024,9,6,Friday
2024-09-07,5.05,35.94,9.15,1.38,17.42,Bandra Kurla Complex,BKC 24-26,2024,9,7,Saturday
2024-09-08,21.02,46.87,12.62,1.98,13.45,Bandra Kurla Complex,BKC 24-26,2024,9,8,Sunday
2024-09-09,19.66,52.44,13.77,3.08,13.17,Bandra Kurla Complex,BKC 24-26,2024,9,9,Monday
2024-09-10,4.04,96.95,6.31,2.18,21.85,Bandra Kurla Complex,BKC 24-26,2024,9,10,Tuesday
2024-09-11,15.04,79.82,18.77,25.89,21.3,Bandra Kurla Complex,BKC 24-26,2024,9,11,Wednesday
2024-09-12,73.07,97.8,2.9,1.83,27.57,Bandra Kurla Complex,BKC 24-26,2024,9,12,Thursday
2024-09-13,36.87,132.62,4.16,2.19,22.2,Bandra Kurla Complex,BKC 24-26,2024,9,13,Friday
2024-09-14,9.44,62.39,15.01,3.14,20.62,Bandra Kurla Complex,BKC 24-26,2024,9,14,Saturday
2024-09-15,54.11,67.66,2.06,2.4,50.66,Bandra Kurla Complex,BKC 24-26,2024,9,15,Sunday
2024-09-16,22.81,72.17,7.68,2.1,26.83,Bandra Kurla Complex,BKC 24-26,2024,9,16,Monday
2024-09-17,36.22,67.91,16.58,2.76,20.02,Bandra Kurla Complex,BKC 24-26,2024,9,17,Tuesday
2024-09-18,8.33,91.54,32.0,2.31,20.21,Bandra Kurla Complex,BKC 24-26,2024,9,18,Wednesday
2024-09-19,13.39,100.19,16.43,1.95,22.38,Bandra Kurla Complex,BKC 24-26,2024,9,19,Thursday
2024-09-20,,135.47,14.93,2.99,22.66,Bandra Kurla Complex,BKC 24-26,2024,9,20,Friday
2024-09-21,24.93,84.68,13.63,1.85,21.16,Bandra Kurla Complex,BKC 24-26,2024,9,21,Saturday
2024-09-22,17.56,84.91,25.41,2.05,16.91,Bandra Kurla Complex,BKC 24-26,2024,9,22,Sunday
2024-09-23,34.8,77.29,36.71,2.25,16.1,Bandra Kurla Complex,BKC 24-26,2024,9,23,Monday
2024-09-24,,,25.22,2.06,21.96,Bandra Kurla Complex,BKC 24-26,2024,9,24,Tuesday
2024-09-25,33.21,62.32,25.58,1.59,33.82,Bandra Kurla Complex,BKC 24-26,2024,9,25,Wednesday
2024-09-26,19.99,50.12,40.2,2.32,22.92,Bandra Kurla Complex,BKC 24-26,2024,9,26,Thursday
2024-09-27,20.45,45.93,10.5,2.61,29.71,Bandra Kurla Complex,BKC 24-26,2024,9,27,Friday
2024-09-28,19.96,44.9,26.89,2.0,31.49,Bandra Kurla Complex,BKC 24-26,2024,9,28,Saturday
2024-09-29,19.72,45.83,10.03,1.97,28.57,Bandra Kurla Complex,BKC 24-26,2024,9,29,Sunday
2024-09-30,22.95,48.13,19.51,2.09,25.29,Bandra Kurla Complex,BKC 24-26,2024,9,30,Monday
2024-10-01,55.8,67.89,61.54,1.87,28.27,Bandra Kurla Complex,BKC 24-26,2024,10,1,Tuesday
2024-10-02,29.77,41.36,34.95,2.89,14.8,Bandra Kurla Complex,BKC 24-26,2024,10,2,Wednesday
2024-10-03,29.79,31.23,15.16,2.58,16.07,Bandra Kurla Complex,BKC 24-26,2024,10,3,Thursday
2024-10-04,33.98,55.95,2.58,2.12,13.79,Bandra Kurla Complex,BKC 24-26,2024,10,4,Friday
2024-10-05,4.51,68.94,2.14,1.95,,Bandra Kurla Complex,BKC 24-26,2024,10,5,Saturday
2024-10-06,63.78,124.45,1.82,1.97,,Bandra Kurla Complex,BKC 24-26,2024,10,6,Sunday
2024-10-07,82.4,173.73,4.05,0.77,,Bandra Kurla Complex,BKC 24-26,2024,10,7,Monday
2024-10-08,,,3.96,2.43,15.27,Bandra Kurla Complex,BKC 24-26,2024,10,8,Tuesday
2024-10-09,,,0.19,2.2,32.05,Bandra Kurla Complex,BKC 24-26,2024,10,9,Wednesday
2024-10-10,41.59,77.97,46.17,1.64,17.48,Bandra Kurla Complex,BKC 24-26,2024,10,10,Thursday
2024-10-11,34.81,64.43,43.44,1.77,,Bandra Kurla Complex,BKC 24-26,2024,10,11,Friday
2024-10-12,,,,,,Bandra Kurla Complex,BKC 24-26,2024,10,12,Saturday
2024-10-13,,,,,,Bandra Kurla Complex,BKC 24-26,2024,10,13,Sunday
2024-10-14,,85.71,0.66,1.75,28.84,Bandra Kurla Complex,BKC 24-26,2024,10,14,Monday
2024-10-15,55.18,130.77,1.15,3.32,22.69,Bandra Kurla Complex,BKC 24-26,2024,10,15,Tuesday
2024-10-16,42.18,112.0,6.23,2.52,17.01,Bandra Kurla Complex,BKC 24-26,2024,10,16,Wednesday
2024-10-17,53.56,123.42,8.83,2.86,20.56,Bandra Kurla Complex,BKC 24-26,2024,10,17,Thursday
2024-10-18,14.72,67.07,6.37,2.79,22.48,Bandra Kurla Complex,BKC 24-26,2024,10,18,Friday
2024-10-19,8.57,44.51,9.07,2.17,18.39,Bandra Kurla Complex,BKC 24-26,2024,10,19,Saturday
2024-10-20,17.2,44.89,30.35,2.06,17.54,Bandra Kurla Complex,BKC 24-26,2024,10,20,Sunday
2024-10-21,12.68,65.73,22.52,2.56,16.6,Bandra Kurla Complex,BKC 24-26,2024,10,21,Monday
2024-10-22,26.11,81.83,28.02,2.43,24.38,Bandra Kurla Complex,BKC 24-26,2024,10,22,Tuesday
2024-10-23,43.73,97.92,11.07,2.81,42.6,Bandra Kurla Complex,BKC 24-26,2024,10,23,Wednesday
2024-10-24,48.92,123.47,15.75,3.28,43.0,Bandra Kurla Complex,BKC 24-26,2024,10,24,Thursday
2024-10-25,54.52,150.45,17.0,2.98,55.11,Bandra Kurla Complex,BKC 24-26,2024,10,25,Friday
2024-10-26,52.98,136.22,8.34,4.36,66.15,Bandra Kurla Complex,BKC 24-26,2024,10,26,Saturday
2024-10-27,48.02,100.11,26.96,2.05,45.57,Bandra Kurla Complex,BKC 24-26,2024,10,27,Sunday
2024-10-28,32.88,83.41,21.69,1.39,25.05,Bandra Kurla Complex,BKC 24-26,2024,10,28,Monday
2024-10-29,34.41,75.52,40.97,0.36,17.91,Bandra Kurla Complex,BKC 24-26,2024,10,29,Tuesday
2024-10-30,71.18,145.12,72.89,1.84,34.17,Bandra Kurla Complex,BKC 24-26,2024,10,30,Wednesday
2024-10-31,60.92,121.47,50.4,2.16,39.26,Bandra Kurla Complex,BKC 24-26,2024,10,31,Thursday
2024-11-01,63.04,146.29,48.47,1.67,36.76,Bandra Kurla Complex,BKC 24-26,2024,11,1,Friday
2024-11-02,53.04,137.11,9.31,3.03,19.01,Bandra Kurla Complex,BKC 24-26,2024,11,2,Saturday
2024-11-03,48.18,102.95,17.4,2.17,25.84,Bandra Kurla Complex,BKC 24-26,2024,11,3,Sunday
2024-11-04,69.93,162.97,16.96,2.25,37.66,Bandra Kurla Complex,BKC 24-26,2024,11,4,Monday
2024-11-05,65.13,172.39,21.09,2.8,56.21,Bandra Kurla Complex,BKC 24-26,2024,11,5,Tuesday
2024-11-06,65.49,120.99,35.23,2.3,46.34,Bandra Kurla Complex,BKC 24-26,2024,11,6,Wednesday
2024-11-07,70.04,162.44,26.68,3.31,50.64,Bandra Kurla Complex,BKC 24-26,2024,11,7,Thursday
2024-11-08,56.37,155.3,25.25,2.24,41.75,Bandra Kurla Complex,BKC 24-26,2024,11,8,Friday
2024-11-09,62.97,139.61,34.89,3.45,41.16,Bandra Kurla Complex,BKC 24-26,2024,11,9,Saturday
2024-11-10,61.2,147.52,15.34,,50.45,Bandra Kurla Complex,BKC 24-26,2024,11,10,Sunday
2024-11-11,63.64,119.18,61.01,2.98,58.6,Bandra Kurla Complex,BKC 24-26,2024,11,11,Monday
2024-11-12,61.15,162.51,10.53,4.96,44.42,Bandra Kurla Complex,BKC 24-26,2024,11,12,Tuesday
2024-11-13,25.04,120.25,21.42,2.48,39.37,Bandra Kurla Complex,BKC 24-26,2024,11,13,Wednesday
2024-11-14,61.42,159.67,1.27,5.96,43.82,Bandra Kurla Complex,BKC 24-26,2024,11,14,Thursday
2024-11-15,49.48,65.59,20.44,2.53,37.88,Bandra Kurla Complex,BKC 24-26,2024,11,15,Friday
2024-11-16,70.05,90.19,62.38,2.69,31.41,Bandra Kurla Complex,BKC 24-26,2024,11,16,Saturday
2024-11-17,,,29.96,2.66,32.11,Bandra Kurla Complex,BKC 24-26,2024,11,17,Sunday
2024-11-18,41.06,65.38,16.43,2.85,39.61,Bandra Kurla Complex,BKC 24-26,2024,11,18,Monday
2024-11-19,54.26,82.83,26.57,3.92,20.69,Bandra Kurla Complex,BKC 24-26,2024,11,19,Tuesday
2024-11-20,36.95,59.37,59.25,3.11,11.77,Bandra Kurla Complex,BKC 24-26,2024,11,20,Wednesday
2024-11-21,63.91,178.1,49.2,6.59,25.41,Bandra Kurla Complex,BKC 24-26,2024,11,21,Thursday
2024-11-22,70.02,147.4,47.15,5.84,25.05,Bandra Kurla Complex,BKC 24-26,2024,11,22,Friday
2024-11-23,78.95,166.31,28.61,8.11,25.55,Bandra Kurla Complex,BKC 24-26,2024,11,23,Saturday
2024-11-24,88.46,153.81,29.5,5.81,25.66,Bandra Kurla Complex,BKC 24-26,2024,11,24,Sunday
2024-11-25,50.59,138.75,22.8,7.22,92.93,Bandra Kurla Complex,BKC 24-26,2024,11,25,Monday
2024-11-26,40.27,116.57,8.28,6.43,89.86,Bandra Kurla Complex,BKC 24-26,2024,11,26,Tuesday
2024-11-27,55.55,138.78,6.87,10.23,97.44,Bandra Kurla Complex,BKC 24-26,2024,11,27,Wednesday
2024-11-28,59.47,152.47,1.53,9.95,97.16,Bandra Kurla Complex,BKC 24-26,2024,11,28,Thursday
2024-11-29,49.97,123.82,6.4,6.84,99.06,Bandra Kurla Complex,BKC 24-26,2024,11,29,Friday
2024-11-30,57.43,113.19,9.18,7.12,107.44,Bandra Kurla Complex,BKC 24-26,2024,11,30,Saturday
2024-12-01,67.89,132.95,9.39,6.58,93.66,Bandra Kurla Complex,BKC 24-26,2024,12,1,Sunday
2024-12-02,60.71,156.58,1.4,7.16,87.91,Bandra Kurla Complex,BKC 24-26,2024,12,2,Monday
2024-12-03,88.27,176.72,22.82,5.21,72.64,Bandra Kurla Complex,BKC 24-26,2024,12,3,Tuesday
2024-12-04,76.24,145.16,49.43,3.88,44.34,Bandra Kurla Complex,BKC 24-26,2024,12,4,Wednesday
2024-12-05,81.76,164.55,68.84,1.72,49.7,Bandra Kurla Complex,BKC 24-26,2024,12,5,Thursday
2024-12-06,58.16,133.44,46.54,3.98,68.1,Bandra Kurla Complex,BKC 24-26,2024,12,6,Friday
2024-12-07,32.88,84.96,37.67,3.47,51.37,Bandra Kurla Complex,BKC 24-26,2024,12,7,Saturday
2024-12-08,37.29,88.42,58.13,8.04,55.26,Bandra Kurla Complex,BKC 24-26,2024,12,8,Sunday
2024-12-09,50.8,188.31,1.36,3.04,92.32,Bandra Kurla Complex,BKC 24-26,2024,12,9,Monday
2024-12-10,59.77,168.44,36.76,2.7,70.76,Bandra Kurla Complex,BKC 24-26,2024,12,10,Tuesday
2024-12-11,53.95,136.15,39.72,2.39,87.77,Bandra Kurla Complex,BKC 24-26,2024,12,11,Wednesday
2024-12-12,56.78,146.05,18.3,5.5,90.44,Bandra Kurla Complex,BKC 24-26,2024,12,12,Thursday
2024-12-13,46.69,160.81,1.35,3.26,104.03,Bandra Kurla Complex,BKC 24-26,2024,12,13,Friday
2024-12-14,60.04,177.03,1.51,3.96,101.05,Bandra Kurla Complex,BKC 24-26,2024,12,14,Saturday
2024-12-15,59.41,155.66,1.25,5.16,109.22,Bandra Kurla Complex,BKC 24-26,2024,12,15,Sunday
2024-12-16,54.55,123.98,1.57,4.45,106.15,Bandra Kurla Complex,BKC 24-26,2024,12,16,Monday
2024-12-17,42.23,115.56,17.05,5.66,92.76,Bandra Kurla Complex,BKC 24-26,2024,12,17,Tuesday
2024-12-18,68.4,125.87,59.97,4.48,69.11,Bandra Kurla Complex,BKC 24-26,2024,12,18,Wednesday
2024-12-19,50.16,115.07,40.15,2.42,54.68,Bandra Kurla Complex,BKC 24-26,2024,12,19,Thursday
2024-12-20,90.16,145.88,66.27,7.36,53.52,Bandra Kurla Complex,BKC 24-26,2024,12,20,Friday
2024-12-21,62.86,148.74,61.2,3.36,45.26,Bandra Kurla Complex,BKC 24-26,2024,12,21,Saturday
2024-12-22,29.7,62.1,26.2,1.7,31.09,Bandra Kurla Complex,BKC 24-26,2024,12,22,Sunday
2024-12-23,52.66,109.83,31.48,3.58,55.21,Bandra Kurla Complex,BKC 24-26,2024,12,23,Monday
2024-12-24,87.99,168.76,18.26,5.2,105.61,Bandra Kurla Complex,BKC 24-26,2024,12,24,Tuesday
2024-12-25,56.26,95.59,57.49,3.21,44.79,Bandra Kurla Complex,BKC 24-26,2024,12,25,Wednesday
2024-12-26,,,,,,Bandra Kurla Complex,BKC 24-26,2024,12,26,Thursday
2024-12-27,96.23,143.85,31.18,2.63,62.69,Bandra Kurla Complex,BKC 24-26,2024,12,27,Friday
2024-12-28,79.3,180.23,17.24,3.25,76.45,Bandra Kurla Complex,BKC 24-26,2024,12,28,Saturday
2024-12-29,38.31,87.07,19.02,1.62,54.27,Bandra Kurla Complex,BKC 24-26,2024,12,29,Sunday
2024-12-30,61.61,102.49,22.47,2.5,58.31,Bandra Kurla Complex,BKC 24-26,2024,12,30,Monday
2024-12-31,57.72,150.62,14.77,2.32,89.43,Bandra Kurla Complex,BKC 24-26,2024,12,31,Tuesday
2025-01-01,49.15,99.14,14.15,2.12,73.58,Bandra Kurla Complex,BKC 24-26,2025,1,1,Wednesday
2025-01-02,60.98,138.33,7.56,3.02,93.18,Bandra Kurla Complex,BKC 24-26,2025,1,2,Thursday
2025-01-03,51.42,118.94,14.08,2.47,90.14,Bandra Kurla Complex,BKC 24-26,2025,1,3,Friday
2025-01-04,58.82,130.11,16.19,4.95,102.03,Bandra Kurla Complex,BKC 24-26,2025,1,4,Saturday
2025-01-05,65.26,127.66,80.08,4.78,36.92,Bandra Kurla Complex,BKC 24-26,2025,1,5,Sunday
2025-01-06,54.89,126.91,48.79,5.52,60.3,Bandra Kurla Complex,BKC 24-26,2025,1,6,Monday
2025-01-07,69.41,178.64,1.78,3.4,110.72,Bandra Kurla Complex,BKC 24-26,2025,1,7,Tuesday
2025-01-08,67.4,168.12,7.55,3.91,113.11,Bandra Kurla Complex,BKC 24-26,2025,1,8,Wednesday
2025-01-09,55.25,137.19,,1.8,68.63,Bandra Kurla Complex,BKC 24-26,2025,1,9,Thursday
2025-01-10,54.16,106.92,30.71,2.82,72.39,Bandra Kurla Complex,BKC 24-26,2025,1,10,Friday
2025-01-11,,,,,,Bandra Kurla Complex,BKC 24-26,2025,1,11,Saturday
2025-01-12,,,,,,Bandra Kurla Complex,BKC 24-26,2025,1,12,Sunday
2025-01-13,62.35,144.67,1.51,3.27,101.31,Bandra Kurla Complex,BKC 24-26,2025,1,13,Monday
2025-01-14,55.41,110.11,78.99,1.39,25.55,Bandra Kurla Complex,BKC 24-26,2025,1,14,Tuesday
2025-01-15,47.98,101.91,84.04,3.1,41.68,Bandra Kurla Complex,BKC 24-26,2025,1,15,Wednesday
2025-01-16,67.22,141.66,25.3,3.83,87.94,Bandra Kurla Complex,BKC 24-26,2025,1,16,Thursday
2025-01-17,54.86,139.0,32.67,2.37,64.23,Bandra Kurla Complex,BKC 24-26,2025,1,17,Friday
2025-01-18,48.76,119.99,2.45,3.17,104.97,Bandra Kurla Complex,BKC 24-26,2025,1,18,Saturday
2025-01-19,40.56,105.78,53.59,3.44,58.35,Bandra Kurla Complex,BKC 24-26,2025,1,19,Sunday
2025-01-20,52.8,123.95,21.7,5.39,99.78,Bandra Kurla Complex,BKC 24-26,2025,1,20,Monday
2025-01-21,46.75,138.61,66.41,4.48,73.35,Bandra Kurla Complex,BKC 24-26,2025,1,21,Tuesday
2025-01-22,54.16,142.51,38.01,10.01,87.77,Bandra Kurla Complex,BKC 24-26,2025,1,22,Wednesday
2025-01-23,43.77,123.01,33.52,7.14,95.07,Bandra Kurla Complex,BKC 24-26,2025,1,23,Thursday
2025-01-24,59.37,147.21,17.45,4.21,119.73,Bandra Kurla Complex,BKC 24-26,2025,1,24,Friday
2025-01-25,62.41,138.48,35.78,8.28,108.87,Bandra Kurla Complex,BKC 24-26,2025,1,25,Saturday
2025-01-26,57.2,100.63,15.43,4.78,107.84,Bandra Kurla Complex,BKC 24-26,2025,1,26,Sunday
2025-01-27,51.62,104.46,45.25,3.82,61.93,Bandra Kurla Complex,BKC 24-26,2025,1,27,Monday
2025-01-28,42.93,99.83,50.59,4.29,60.38,Bandra Kurla Complex,BKC 24-26,2025,1,28,Tuesday
2025-01-29,42.5,107.89,30.63,3.02,56.87,Bandra Kurla Complex,BKC 24-26,2025,1,29,Wednesday
2025-01-30,52.73,148.66,29.23,5.44,115.5,Bandra Kurla Complex,BKC 24-26,2025,1,30,Thursday
2025-01-31,20.03,77.69,36.19,1.77,55.47,Bandra Kurla Complex,BKC 24-26,2025,1,31,Friday
2025-02-01,59.55,133.99,40.57,4.5,81.98,Bandra Kurla Complex,BKC 24-26,2025,2,1,Saturday
2025-02-02,,,,,,Bandra Kurla Complex,BKC 24-26,2025,2,2,Sunday
2025-02-03,39.9,90.98,55.63,5.01,44.33,Bandra Kurla Complex,BKC 24-26,2025,2,3,Monday
2025-02-04,57.37,151.62,60.99,5.01,60.19,Bandra Kurla Complex,BKC 24-26,2025,2,4,Tuesday
2025-02-05,55.73,111.37,77.59,6.28,49.47,Bandra Kurla Complex,BKC 24-26,2025,2,5,Wednesday
2025-02-06,62.88,214.85,6.78,3.38,116.88,Bandra Kurla Complex,BKC 24-26,2025,2,6,Thursday
2025-02-07,58.45,152.73,22.24,6.79,130.0,Bandra Kurla Complex,BKC 24-26,2025,2,7,Friday
2025-02-08,47.46,93.61,28.99,6.1,98.56,Bandra Kurla Complex,BKC 24-26,2025,2,8,Saturday
2025-02-09,34.16,53.56,30.43,4.37,50.59,Bandra Kurla Complex,BKC 24-26,2025,2,9,Sunday
2025-02-10,52.88,112.34,55.51,7.17,34.22,Bandra Kurla Complex,BKC 24-26,2025,2,10,Monday
2025-02-11,58.45,125.61,69.5,13.94,42.15,Bandra Kurla Complex,BKC 24-26,2025,2,11,Tuesday
2025-02-12,54.0,128.53,15.29,5.42,57.77,Bandra Kurla Complex,BKC 24-26,2025,2,12,Wednesday
2025-02-13,52.61,132.24,63.61,5.46,51.95,Bandra Kurla Complex,BKC 24-26,2025,2,13,Thursday
2025-02-14,54.83,145.12,62.52,5.11,59.2,Bandra Kurla Complex,BKC 24-26,2025,2,14,Friday
2025-02-15,47.13,83.23,15.59,8.51,76.98,Bandra Kurla Complex,BKC 24-26,2025,2,15,Saturday
2025-02-16,16.69,63.45,6.51,3.58,57.11,Bandra Kurla Complex,BKC 24-26,2025,2,16,Sunday
2025-02-17,31.01,98.49,48.2,7.1,69.86,Bandra Kurla Complex,BKC 24-26,2025,2,17,Monday
2025-02-18,23.93,121.05,8.24,6.64,83.58,Bandra Kurla Complex,BKC 24-26,2025,2,18,Tuesday
2025-02-19,25.62,88.76,91.6,7.21,56.42,Bandra Kurla Complex,BKC 24-26,2025,2,19,Wednesday
2025-02-20,30.42,98.96,52.05,11.6,70.17,Bandra Kurla Complex,BKC 24-26,2025,2,20,Thursday
2025-02-21,33.58,131.83,26.08,8.03,71.66,Bandra Kurla Complex,BKC 24-26,2025,2,21,Friday
2025-02-22,32.02,111.38,76.31,5.17,48.73,Bandra Kurla Complex,BKC 24-26,2025,2,22,Saturday
2025-02-23,24.99,103.25,48.33,4.35,60.2,Bandra Kurla Complex,BKC 24-26,2025,2,23,Sunday
2025-02-24,31.84,141.96,43.67,3.37,52.88,Bandra Kurla Complex,BKC 24-26,2025,2,24,Monday
2025-02-25,43.61,169.6,11.56,5.96,113.38,Bandra Kurla Complex,BKC 24-26,2025,2,25,Tuesday
2025-02-26,41.72,104.32,32.86,6.29,111.81,Bandra Kurla Complex,BKC 24-26,2025,2,26,Wednesday
2025-02-27,,,,,,Bandra Kurla Complex,BKC 24-26,2025,2,27,Thursday
2025-02-28,59.14,183.92,40.93,8.02,73.04,Bandra Kurla Complex,BKC 24-26,2025,2,28,Friday
2025-03-01,43.57,94.34,15.87,7.5,86.27,Bandra Kurla Complex,BKC 24-26,2025,3,1,Saturday
2025-03-02,46.12,97.36,43.28,5.27,39.46,Bandra Kurla Complex,BKC 24-26,2025,3,2,Sunday
2025-03-03,60.19,133.55,71.16,6.39,51.22,Bandra Kurla Complex,BKC 24-26,2025,3,3,Monday
2025-03-04,61.79,119.51,36.5,2.79,49.31,Bandra Kurla Complex,BKC 24-26,2025,3,4,Tuesday
2025-03-05,51.72,131.31,46.69,3.21,48.8,Bandra Kurla Complex,BKC 24-26,2025,3,5,Wednesday
2025-03-06,38.97,99.31,63.6,5.97,65.89,Bandra Kurla Complex,BKC 24-26,2025,3,6,Thursday
2025-03-07,29.5,93.74,96.81,12.48,47.51,Bandra Kurla Complex,BKC 24-26,2025,3,7,Friday
2025-03-08,,,,,,Bandra Kurla Complex,BKC 24-26,2025,3,8,Saturday
2025-03-09,21.67,39.27,4.32,2.8,49.92,Bandra Kurla Complex,BKC 24-26,2025,3,9,Sunday
2025-03-10,60.26,307.26,2.09,2.83,147.86,Bandra Kurla Complex,BKC 24-26,2025,3,10,Monday
2025-03-11,29.09,69.8,32.17,4.34,64.18,Bandra Kurla Complex,BKC 24-26,2025,3,11,Tuesday
2025-03-12,41.12,98.72,52.9,3.34,46.92,Bandra Kurla Complex,BKC 24-26,2025,3,12,Wednesday
2025-03-13,24.68,75.65,37.95,2.0,30.76,Bandra Kurla Complex,BKC 24-26,2025,3,13,Thursday
2025-03-14,19.94,63.65,15.68,1.4,22.72,Bandra Kurla Complex,BKC 24-26,2025,3,14,Friday
2025-03-15,21.44,73.5,40.12,1.3,25.89,Bandra Kurla Complex,BKC 24-26,2025,3,15,Saturday
2025-03-16,27.26,79.45,38.0,1.13,28.95,Bandra Kurla Complex,BKC 24-26,2025,3,16,Sunday
2025-03-17,36.96,118.24,30.13,1.47,33.37,Bandra Kurla Complex,BKC 24-26,2025,3,17,Monday
2025-03-18,27.73,96.76,40.17,2.17,26.84,Bandra Kurla Complex,BKC 24-26,2025,3,18,Tuesday
2025-03-19,33.86,122.22,37.7,1.75,30.33,Bandra Kurla Complex,BKC 24-26,2025,3,19,Wednesday
2025-03-20,,,,,,Bandra Kurla Complex,BKC 24-26,2025,3,20,Thursday
2025-03-21,39.59,96.53,14.96,2.13,17.55,Bandra Kurla Complex,BKC 24-26,2025,3,21,Friday
2025-03-22,44.72,90.84,25.3,2.57,19.31,Bandra Kurla Complex,BKC 24-26,2025,3,22,Saturday
2025-03-23,62.89,113.5,63.02,1.93,15.13,Bandra Kurla Complex,BKC 24-26,2025,3,23,Sunday
2025-03-24,47.75,116.86,51.59,2.07,29.52,Bandra Kurla Complex,BKC 24-26,2025,3,24,Monday
2025-03-25,54.82,94.74,30.22,1.99,20.48,Bandra Kurla Complex,BKC 24-26,2025,3,25,Tuesday
2025-03-26,36.51,80.92,26.29,1.65,18.18,Bandra Kurla Complex,BKC 24-26,2025,3,26,Wednesday
2025-03-27,24.52,74.53,31.33,,24.2,Bandra Kurla Complex,BKC 24-26,2025,3,27,Thursday
2025-03-28,57.92,153.9,58.56,1.75,48.5,Bandra Kurla Complex,BKC 24-26,2025,3,28,Friday
2025-03-29,55.44,162.34,73.56,3.6,86.53,Bandra Kurla Complex,BKC 24-26,2025,3,29,Saturday
2025-03-30,56.04,168.07,5.14,8.29,123.55,Bandra Kurla Complex,BKC 24-26,2025,3,30,Sunday
2025-03-31,45.55,126.98,0.9,4.6,92.54,Bandra Kurla Complex,BKC 24-26,2025,3,31,Monday
2025-04-01,48.9,149.59,49.31,1.95,43.25,Bandra Kurla Complex,BKC 24-26,2025,4,1,Tuesday
2025-04-02,10.54,63.56,30.65,3.05,85.26,Bandra Kurla Complex,BKC 24-26,2025,4,2,Wednesday
2025-04-03,,36.57,26.56,1.33,15.82,Bandra Kurla Complex,BKC 24-26,2025,4,3,Thursday
2025-04-04,36.04,305.54,5.48,1.79,74.24,Bandra Kurla Complex,BKC 24-26,2025,4,4,Friday
2025-04-05,,24.27,22.66,2.29,35.27,Bandra Kurla Complex,BKC 24-26,2025,4,5,Saturday
2025-04-06,,,36.57,2.48,21.43,Bandra Kurla Complex,BKC 24-26,2025,4,6,Sunday
2025-04-07,,,57.64,3.56,43.02,Bandra Kurla Complex,BKC 24-26,2025,4,7,Monday
2025-04-08,8.81,59.18,40.77,2.96,40.66,Bandra Kurla Complex,BKC 24-26,2025,4,8,Tuesday
2025-04-09,22.28,81.14,21.1,2.56,23.49,Bandra Kurla Complex,BKC 24-26,2025,4,9,Wednesday
2025-04-10,17.54,65.73,13.99,1.74,28.02,Bandra Kurla Complex,BKC 24-26,2025,4,10,Thursday
2025-04-11,20.76,58.97,5.59,1.76,30.39,Bandra Kurla Complex,BKC 24-26,2025,4,11,Friday
2025-04-12,2.45,62.8,22.49,2.02,18.53,Bandra Kurla Complex,BKC 24-26,2025,4,12,Saturday
2025-04-13,,71.47,13.81,1.62,17.38,Bandra Kurla Complex,BKC 24-26,2025,4,13,Sunday
2025-04-14,22.64,119.87,33.83,1.92,12.12,Bandra Kurla Complex,BKC 24-26,2025,4,14,Monday
2025-04-15,23.21,84.94,14.17,2.02,19.95,Bandra Kurla Complex,BKC 24-26,2025,4,15,Tuesday
2025-04-16,24.31,79.34,18.89,1.52,19.68,Bandra Kurla Complex,BKC 24-26,2025,4,16,Wednesday
2025-04-17,11.62,71.53,22.8,1.37,17.24,Bandra Kurla Complex,BKC 24-26,2025,4,17,Thursday
2025-04-18,14.06,67.06,27.83,1.47,14.67,Bandra Kurla Complex,BKC 24-26,2025,4,18,Friday
2025-04-19,49.23,64.82,19.06,1.8,20.29,Bandra Kurla Complex,BKC 24-26,2025,4,19,Saturday
2025-04-20,15.32,74.68,23.66,1.48,13.03,Bandra Kurla Complex,BKC 24-26,2025,4,20,Sunday
2025-04-21,16.88,88.24,19.28,1.54,12.09,Bandra Kurla Complex,BKC 24-26,2025,4,21,Monday
